ID;S1;C1;S2;C2;S3;C3;S4;C4;S5;C5;Label
1156;3;6;1;7;4;2;3;4;2;9;0
1157;1;12;4;11;4;3;3;9;1;9;1
1158;2;13;3;13;1;7;3;12;2;3;1
1159;4;2;2;5;1;8;3;12;2;1;0
1160;2;6;3;13;3;6;4;2;1;9;1
1161;1;6;1;3;3;6;3;13;4;12;1
1162;4;7;1;4;1;5;4;6;4;1;0
1163;2;11;4;7;3;13;2;10;3;2;0
1164;3;2;4;9;2;6;4;1;1;8;0
1165;4;8;2;8;4;3;3;12;2;3;2
1166;2;13;2;11;4;9;4;2;1;7;0
1167;4;4;1;9;1;2;3;10;3;2;1
1168;2;12;3;3;4;13;2;3;4;4;1
1169;4;5;3;5;1;10;3;11;2;3;1
1170;2;8;3;11;1;9;1;2;4;12;0
1171;1;3;1;12;3;11;2;12;3;10;1
1172;3;2;3;7;1;5;3;9;1;4;0
1173;2;3;2;8;2;7;2;6;1;10;0
1174;1;2;4;8;2;8;2;13;2;12;1
1175;2;5;4;6;2;10;2;6;3;12;1
1176;2;4;4;13;3;8;3;13;2;10;1
1177;1;9;3;7;4;5;3;12;1;4;0
1178;3;13;4;2;3;12;1;10;2;4;0
1179;3;8;3;3;2;6;2;1;1;3;1
1180;1;10;3;2;3;7;2;4;3;13;0
1181;1;13;1;2;1;9;2;2;3;6;1
1182;3;4;4;3;3;12;4;10;1;4;1
1183;2;11;2;8;3;1;1;4;1;10;0
1184;4;3;1;4;2;10;4;5;3;4;1
1185;3;10;2;8;1;6;4;1;1;10;1
1186;3;5;3;12;1;13;2;11;2;7;0
1187;1;13;2;8;2;10;2;5;1;5;1
1188;2;2;3;11;1;6;4;10;3;7;0
1189;2;4;2;8;4;4;1;11;3;12;1
1190;2;9;4;11;1;7;3;12;3;8;0
1191;4;1;2;5;2;6;4;10;2;11;0
1192;3;8;4;7;1;2;3;1;2;4;0
1193;4;12;3;8;4;9;4;10;2;13;0
1194;4;9;4;2;2;6;3;13;2;2;1
1195;2;10;2;8;2;4;2;1;1;7;0
1196;1;12;1;4;2;2;4;1;1;8;0
1197;1;7;2;8;4;7;3;5;4;9;1
1198;4;10;4;4;4;11;3;8;1;9;0
1199;4;11;2;4;3;4;1;10;2;7;1
1200;3;6;1;11;1;12;1;6;1;5;1
1201;2;4;4;9;2;7;1;1;1;11;0
1202;2;1;1;1;4;9;2;6;2;13;1
1203;4;11;4;5;2;8;3;2;3;7;0
1204;4;11;3;8;4;5;1;12;4;13;0
1205;4;7;3;3;3;10;2;2;1;13;0
1206;1;8;2;7;1;13;1;3;3;8;1
1207;1;12;1;13;2;8;1;1;3;9;0
1208;1;8;1;12;4;5;2;5;4;11;1
1209;4;3;2;12;4;2;4;13;3;9;0
1210;4;10;4;7;1;12;2;6;2;12;1
1211;2;10;3;13;3;11;3;4;4;2;0
1212;3;1;3;7;1;4;2;12;2;7;1
1213;4;1;2;6;3;5;3;6;2;13;1
1214;1;10;4;5;1;6;3;7;2;5;1
1215;1;10;1;6;2;3;1;1;1;13;0
1216;4;7;1;10;2;2;3;13;2;10;1
1217;2;8;1;5;4;11;4;5;2;13;1
1218;3;4;2;11;2;4;4;1;4;10;1
1219;1;4;1;13;1;1;3;9;4;11;0
1220;2;4;4;6;2;5;2;10;4;8;0
1221;4;3;1;3;1;2;2;9;1;10;1
1222;1;12;4;11;3;4;1;3;1;11;1
1223;3;4;3;8;3;6;2;3;1;4;1
1224;3;7;3;4;4;1;2;5;2;2;0
1225;2;2;1;6;2;3;3;7;3;2;1
1226;3;2;2;4;3;4;4;13;4;4;3
1227;3;5;1;6;1;4;1;10;3;7;0
1228;4;9;2;3;3;12;3;2;3;10;0
1229;3;3;1;12;4;13;1;9;2;10;0
1230;1;11;4;11;1;3;2;6;2;1;1
1231;2;2;1;6;2;7;2;8;4;13;0
1232;1;1;1;3;1;2;4;12;3;10;0
1233;1;7;2;9;2;4;1;3;4;6;0
1234;3;13;4;7;4;10;1;8;2;12;0
1235;2;2;3;6;4;12;4;3;4;11;0
1236;2;11;3;13;1;11;2;9;3;12;1
1237;1;9;1;6;2;9;3;8;3;10;1
1238;4;8;4;12;3;5;2;4;4;11;0
1239;3;1;1;11;4;11;2;1;2;8;2
1240;3;10;3;1;4;3;1;6;4;7;0
1241;3;9;4;7;2;1;2;2;3;5;0
1242;2;2;3;12;1;5;1;3;1;13;0
1243;1;9;4;8;2;13;2;2;1;5;0
1244;4;5;2;10;2;2;3;8;1;10;1
1245;2;3;1;11;4;3;4;5;3;8;1
1246;4;9;2;5;3;5;3;3;1;11;1
1247;4;6;2;5;2;4;3;11;2;8;0
1248;2;6;4;1;4;9;3;11;4;4;0
1249;2;4;2;12;3;7;3;2;4;4;1
1250;3;6;1;3;4;11;2;9;3;2;0
1251;2;2;2;1;3;12;2;11;4;10;0
1252;2;6;1;3;2;8;3;3;1;1;1
1253;2;11;4;5;4;13;1;5;1;8;1
1254;1;8;2;1;1;6;4;5;4;4;0
1255;4;3;3;4;1;5;3;9;4;13;0
1256;1;9;3;5;4;6;2;3;1;13;0
1257;4;8;1;2;4;10;4;7;2;11;0
1258;1;13;2;7;4;2;2;9;1;1;0
1259;1;2;4;8;3;10;2;4;3;4;1
1260;4;13;3;8;4;5;2;4;3;1;0
1261;1;11;1;6;4;12;2;9;2;10;0
1262;4;7;2;3;1;5;2;7;3;10;1
1263;1;2;1;12;3;10;3;6;2;10;1
1264;4;10;2;13;1;9;4;3;1;13;1
1265;3;2;3;6;4;2;4;1;4;5;1
1266;2;4;1;3;1;8;4;12;4;2;0
1267;4;4;1;11;2;4;3;11;3;5;2
1268;3;1;4;7;3;4;2;4;1;8;1
1269;3;10;3;8;4;5;2;12;1;5;1
1270;2;12;2;6;4;1;3;12;3;6;2
1271;1;12;1;2;4;3;2;6;2;10;0
1272;4;7;2;10;2;4;1;4;3;11;1
1273;3;10;2;8;3;13;2;7;3;5;0
1274;3;2;2;3;2;2;3;6;3;12;1
1275;3;8;4;12;1;9;2;2;3;1;0
1276;4;8;1;4;1;13;1;7;3;1;0
1277;1;7;4;10;4;7;3;6;1;4;1
1278;4;5;2;9;1;6;1;9;4;4;1
1279;3;6;1;5;4;10;3;1;4;4;0
1280;1;2;3;4;2;5;1;1;2;3;4
1281;1;12;3;1;3;5;3;12;2;9;1
1282;4;8;1;8;2;5;4;11;4;9;1
1283;4;7;4;5;3;11;2;4;2;5;1
1284;3;7;4;3;1;4;1;1;4;13;0
1285;3;4;1;5;4;8;4;3;2;7;0
1286;2;5;3;9;3;10;3;13;4;4;0
1287;4;6;1;10;4;10;3;11;2;1;1
1288;1;12;1;7;4;4;1;8;4;10;0
1289;3;12;4;13;3;3;2;1;3;1;1
1290;4;12;2;9;4;3;4;6;2;12;1
1291;1;12;3;13;2;7;2;9;2;12;1
1292;3;2;2;1;3;3;3;6;3;5;0
1293;3;7;3;3;2;6;4;4;2;10;0
1294;2;11;3;8;1;4;4;9;1;13;0
1295;1;9;4;10;4;4;2;1;4;9;1
1296;4;3;3;7;4;8;1;11;1;4;0
1297;4;4;4;7;4;3;1;8;2;2;0
1298;4;8;1;5;1;7;2;4;1;8;1
1299;3;11;3;5;4;7;1;4;2;1;0
1300;1;10;1;1;2;1;2;7;2;11;1
1301;3;2;1;13;1;8;4;3;2;3;1
1302;4;12;2;12;1;8;1;6;1;3;1
1303;1;8;3;2;3;8;2;11;2;10;1
1304;4;3;4;13;3;6;4;8;3;1;0
1305;3;13;3;4;4;11;2;3;1;4;1
1306;4;2;3;4;2;10;2;7;4;12;0
1307;4;8;1;4;3;12;4;6;2;3;0
1308;1;2;3;7;4;3;2;13;3;12;0
1309;1;6;2;4;4;7;2;9;4;5;0
1310;4;7;2;9;4;2;2;2;3;3;1
1311;1;13;4;12;2;9;3;12;4;11;1
1312;4;9;4;5;4;11;3;4;4;10;0
1313;4;9;1;2;3;1;3;3;2;2;1
1314;1;2;1;10;2;10;4;8;4;2;2
1315;1;5;3;1;4;3;2;9;2;4;0
1316;1;4;3;3;1;10;4;9;4;12;0
1317;4;13;3;3;4;1;3;10;3;5;0
1318;4;6;1;13;2;1;4;9;4;4;0
1319;4;12;1;7;2;7;1;6;2;2;1
1320;4;13;1;1;3;1;3;2;4;3;1
1321;3;10;2;8;1;4;1;12;2;5;0
1322;1;3;3;13;1;6;2;5;4;2;0
1323;4;4;4;3;4;7;2;7;2;8;1
1324;1;11;2;1;3;8;1;1;4;6;1
1325;4;10;3;4;3;1;3;7;1;9;0
1326;2;7;4;10;1;10;3;12;1;4;1
1327;2;10;1;13;1;8;3;3;1;4;0
1328;1;9;4;12;4;3;3;8;1;11;0
1329;2;3;3;2;4;6;2;11;4;4;0
1330;4;1;2;5;1;6;3;9;1;5;1
1331;2;4;4;6;3;10;1;8;2;11;0
1332;1;12;1;11;2;8;1;8;3;9;1
1333;2;4;2;5;1;12;4;12;4;10;1
1334;2;9;3;4;2;7;4;12;1;8;0
1335;4;7;1;11;1;9;3;10;3;1;0
1336;3;9;3;13;1;13;1;6;1;9;2
1337;4;3;4;1;4;11;1;7;4;9;0
1338;3;3;1;9;4;6;4;8;1;3;1
1339;2;1;2;10;3;11;4;5;3;5;1
1340;2;2;1;13;4;3;3;10;3;1;0
1341;3;5;2;13;2;10;1;8;1;6;0
1342;4;9;1;3;4;7;2;13;2;4;0
1343;2;11;2;3;1;7;3;3;3;2;1
1344;1;8;2;12;3;6;2;7;3;8;1
1345;1;11;4;3;2;11;2;4;4;2;1
1346;1;1;2;8;3;12;4;2;3;10;0
1347;2;11;4;7;1;9;1;6;3;13;0
1348;1;13;4;6;2;3;3;3;1;12;1
1349;1;5;2;8;2;12;3;9;3;6;0
1350;3;9;2;6;1;1;1;7;1;3;0
1351;1;5;4;1;3;8;2;6;3;7;0
1352;3;13;3;2;1;12;4;5;4;11;0
1353;4;2;3;8;3;5;2;8;1;3;1
1354;1;12;2;9;4;1;3;9;2;2;1
1355;4;3;2;12;2;11;4;1;2;7;0
1356;2;8;4;1;4;7;3;8;3;3;1
1357;3;13;3;1;3;6;3;11;1;11;1
1358;4;9;3;2;4;3;4;13;3;12;0
1359;2;7;4;2;1;2;3;4;3;11;1
1360;4;2;3;6;4;9;2;4;1;10;0
1361;2;5;4;1;2;10;4;13;3;9;0
1362;3;9;4;11;4;13;3;6;1;12;0
1363;2;5;1;13;2;2;3;8;2;13;1
1364;1;1;2;13;1;5;3;12;2;1;1
1365;1;8;3;13;4;5;1;11;4;8;1
1366;3;13;1;4;1;12;2;3;1;13;1
1367;4;1;1;12;1;9;1;1;4;6;1
1368;4;7;3;12;1;10;4;12;4;11;1
1369;4;5;2;4;1;5;1;8;3;7;1
1370;4;4;3;1;2;8;3;3;4;2;0
1371;2;6;2;11;1;4;2;1;1;10;0
1372;2;5;1;8;4;7;4;2;3;10;0
1373;2;11;1;4;1;9;3;9;1;2;1
1374;3;12;1;12;4;5;3;11;2;6;1
1375;3;9;1;2;2;11;1;1;2;12;0
1376;1;1;3;12;2;11;4;8;3;13;0
1377;4;13;2;11;3;6;2;9;4;5;0
1378;2;2;4;2;3;1;1;10;1;6;1
1379;4;2;4;1;3;7;2;1;2;2;2
1380;2;7;2;3;1;1;3;2;2;1;1
1381;3;13;1;7;2;13;1;4;1;9;1
1382;3;7;3;9;2;3;3;4;4;6;0
1383;4;12;1;5;1;1;4;8;2;3;0
1384;4;12;3;5;3;10;1;10;1;6;1
1385;4;12;4;13;3;8;3;12;2;6;1
1386;3;5;1;10;3;2;4;9;2;6;0
1387;2;10;1;10;4;11;2;4;1;9;1
1388;1;7;1;2;4;9;4;2;1;8;1
1389;1;12;1;9;2;13;3;7;2;1;0
1390;2;5;1;2;2;10;3;1;2;2;1
1391;2;5;4;4;4;7;2;8;4;11;0
1392;2;12;1;8;3;8;1;12;2;10;2
1393;2;2;3;11;3;1;2;3;3;2;1
1394;3;10;4;2;2;4;4;7;4;13;0
1395;3;10;1;6;3;11;3;1;2;5;0
1396;3;8;4;10;2;5;1;12;3;13;0
1397;3;10;3;13;2;6;2;3;4;8;0
1398;3;12;4;4;3;2;3;1;4;12;1
1399;4;11;2;10;2;8;2;3;1;4;0
1400;4;12;3;6;4;5;3;1;1;3;0
1401;4;7;2;9;4;11;3;11;1;4;1
1402;4;7;4;5;3;10;4;2;4;11;0
1403;1;5;3;10;2;10;3;11;3;13;1
1404;3;4;3;1;3;11;2;1;1;8;1
1405;1;8;1;2;2;4;1;11;4;4;1
1406;4;12;1;9;1;11;3;1;2;8;0
1407;1;5;4;2;4;5;1;8;1;1;1
1408;1;1;3;1;1;10;3;2;2;12;1
1409;1;9;3;6;3;5;3;2;4;11;0
1410;3;7;1;7;3;8;4;4;2;10;1
1411;1;8;1;12;3;6;1;11;2;10;0
1412;2;5;2;13;4;2;3;10;3;6;0
1413;2;9;4;1;2;2;1;9;1;1;2
1414;3;1;1;2;3;8;1;6;1;13;0
1415;1;8;3;12;4;2;1;6;2;11;0
1416;2;3;3;3;4;11;3;6;3;13;1
1417;2;2;3;4;1;1;1;11;3;5;0
1418;3;12;4;1;4;7;1;2;1;13;0
1419;1;13;3;5;3;10;2;4;2;2;0
1420;1;2;2;2;2;5;4;13;4;12;1
1421;1;3;3;12;4;5;2;11;4;13;0
1422;3;13;1;13;3;7;2;12;1;1;1
1423;2;9;2;1;1;5;1;1;1;11;1
1424;2;5;3;12;4;3;1;4;4;2;0
1425;3;4;2;5;2;1;1;3;3;7;0
1426;2;6;3;1;2;3;4;11;3;10;0
1427;3;7;1;3;3;3;2;3;4;11;3
1428;4;3;3;9;1;6;2;2;4;5;0
1429;1;8;1;1;1;10;4;3;4;4;0
1430;1;7;4;5;2;11;4;3;2;12;0
1431;2;6;2;2;3;12;2;10;4;13;0
1432;3;8;3;2;1;2;3;9;1;9;2
1433;4;11;1;10;2;11;3;2;4;5;1
1434;3;1;1;9;1;1;2;1;2;3;3
1435;3;7;4;6;4;9;1;5;3;6;1
1436;4;11;3;6;3;12;4;5;1;3;0
1437;3;5;4;1;4;10;3;13;3;6;0
1438;1;12;2;9;3;10;4;7;2;12;1
1439;3;12;4;4;3;9;4;6;4;1;0
1440;3;12;1;12;4;2;2;9;3;3;1
1441;3;7;3;11;1;10;2;4;1;7;1
1442;2;2;1;3;3;8;1;12;4;13;0
1443;4;11;2;1;4;4;3;1;2;5;1
1444;3;11;1;1;4;10;1;13;1;5;0
1445;1;3;3;7;4;13;3;12;1;7;1
1446;1;2;3;12;3;6;4;12;2;10;1
1447;4;9;1;1;2;1;1;13;3;7;1
1448;2;13;2;2;3;4;4;2;4;7;1
1449;4;3;2;12;3;7;4;11;2;4;0
1450;3;5;2;12;4;4;1;5;1;4;2
1451;1;3;2;11;3;1;2;8;1;1;1
1452;2;12;3;13;3;2;1;7;4;7;1
1453;2;10;4;1;1;8;1;7;1;10;1
1454;1;9;2;7;2;4;4;5;3;13;0
1455;2;12;4;2;1;8;1;12;1;6;1
1456;3;2;1;1;3;8;2;11;4;8;1
1457;3;7;3;8;1;10;1;2;3;12;0
1458;3;6;3;7;4;5;3;2;2;13;0
1459;3;8;4;1;4;11;4;6;4;8;1
1460;4;5;4;6;1;9;3;6;2;5;2
1461;2;1;3;6;1;10;3;12;3;1;1
1462;3;5;2;12;1;8;3;11;2;2;0
1463;3;11;4;10;4;9;1;2;4;1;0
1464;4;2;1;9;4;12;4;9;3;7;1
1465;1;7;3;10;3;13;1;13;4;10;2
1466;4;7;2;1;1;10;2;8;2;4;0
1467;2;10;4;6;1;6;4;2;1;8;1
1468;1;8;3;13;2;10;3;2;3;6;0
1469;2;2;1;3;4;10;1;5;4;2;1
1470;4;13;3;10;1;11;2;11;1;4;1
1471;2;5;1;2;3;2;4;10;3;5;2
1472;4;9;4;3;3;9;3;1;2;8;1
1473;2;5;1;5;3;4;3;12;4;9;1
1474;4;8;4;5;3;10;1;7;4;9;0
1475;4;6;2;1;3;13;2;5;1;6;1
1476;3;8;3;3;4;1;3;5;3;2;0
1477;1;7;2;13;3;2;1;10;2;6;0
1478;4;1;1;9;1;4;1;3;2;2;0
1479;2;8;4;7;4;5;2;9;3;3;0
1480;2;13;2;2;2;8;1;9;1;11;0
1481;3;6;3;11;4;7;2;2;1;3;0
1482;3;1;3;2;1;4;1;8;4;8;1
1483;4;12;3;13;4;3;3;4;2;9;0
1484;2;10;4;1;4;11;2;3;3;5;0
1485;1;7;2;3;3;11;1;6;3;4;0
1486;3;3;4;3;2;7;4;7;3;8;2
1487;1;11;3;4;3;3;4;3;3;12;1
1488;2;9;1;12;4;3;3;11;4;13;0
1489;4;11;2;9;1;2;2;2;1;7;1
1490;4;2;2;5;2;6;2;9;3;13;0
1491;3;4;1;5;3;5;2;13;3;9;1
1492;4;4;3;6;1;13;2;7;2;2;0
1493;2;1;4;12;2;4;4;7;4;8;0
1494;3;8;2;6;1;2;2;1;2;4;0
1495;2;12;1;7;4;9;3;12;4;4;1
1496;2;6;3;12;1;12;4;2;3;6;2
1497;3;2;4;3;1;13;4;2;4;9;1
1498;3;1;3;11;4;6;4;3;3;4;0
1499;1;13;3;10;1;10;3;4;1;8;1
1500;2;11;1;8;1;4;3;4;1;12;1
1501;1;13;1;5;4;11;2;12;3;3;0
1502;3;9;1;7;4;4;2;5;1;8;0
1503;2;12;1;2;4;5;1;7;3;1;0
1504;3;3;4;1;4;3;3;6;1;9;1
1505;2;3;1;6;1;4;4;2;2;8;0
1506;2;13;3;11;3;10;2;1;2;5;0
1507;4;1;3;7;2;2;1;7;3;1;2
1508;1;2;4;4;2;10;3;2;1;10;2
1509;3;10;3;2;3;5;3;8;3;4;5
1510;1;10;1;9;4;11;3;11;3;13;1
1511;2;11;4;12;4;8;3;11;2;3;1
1512;2;7;3;2;4;3;1;8;1;7;1
1513;4;4;1;6;2;3;3;12;3;1;0
1514;2;2;4;6;1;4;2;3;3;9;0
1515;2;7;3;6;3;3;2;9;2;11;0
1516;3;3;3;7;4;5;1;1;1;10;0
1517;2;10;3;11;2;12;3;4;4;11;1
1518;4;1;1;13;1;1;2;12;2;7;1
1519;1;3;3;2;4;5;2;9;1;12;0
1520;2;13;1;4;2;3;4;9;1;1;0
1521;1;1;2;9;4;5;4;8;3;9;1
1522;3;6;3;13;1;5;1;12;2;6;1
1523;2;11;1;5;3;5;4;7;2;3;1
1524;2;9;1;12;4;12;4;8;4;1;1
1525;4;11;1;3;1;8;4;1;4;9;0
1526;3;13;2;9;3;6;1;9;4;6;2
1527;4;9;2;6;3;6;1;4;4;4;2
1528;3;3;4;11;4;7;2;4;3;11;1
1529;2;1;2;8;4;1;1;10;4;7;1
1530;2;8;4;4;1;8;1;6;3;2;1
1531;1;5;3;3;4;8;3;4;2;13;0
1532;4;7;1;12;4;10;2;13;2;10;1
1533;1;2;3;2;2;8;4;6;1;12;1
1534;3;2;1;2;3;11;1;11;4;11;6
1535;2;13;1;3;1;9;1;1;4;9;1
1536;3;10;1;2;2;2;1;8;3;4;1
1537;3;2;4;9;2;8;3;11;1;5;0
1538;3;2;2;13;1;4;2;7;2;3;0
1539;4;8;4;12;4;6;4;1;1;7;0
1540;2;5;3;1;1;3;4;12;1;7;0
1541;2;2;2;8;3;11;4;8;4;3;1
1542;3;12;4;1;2;5;4;7;2;11;0
1543;3;13;3;3;4;9;1;7;1;12;0
1544;2;9;3;1;2;13;4;2;3;11;0
1545;3;5;2;13;4;3;4;7;1;3;1
1546;1;4;1;12;4;5;3;7;2;2;0
1547;4;9;1;13;1;9;3;10;3;11;1
1548;1;7;3;10;2;8;4;8;3;12;1
1549;1;8;4;5;2;5;2;2;1;10;1
1550;3;2;3;12;2;9;1;2;4;8;1
1551;1;12;2;2;3;4;3;9;1;9;1
1552;2;9;4;6;3;7;4;13;2;13;1
1553;2;6;1;12;4;8;1;10;4;2;0
1554;1;13;3;4;4;6;3;13;2;3;1
1555;3;9;4;8;3;11;1;5;4;7;0
1556;4;10;4;6;4;7;4;2;1;9;0
1557;3;9;1;6;1;2;2;10;3;3;0
1558;1;12;4;4;3;6;3;5;3;10;0
1559;1;6;3;12;4;11;2;11;3;13;1
1560;3;11;1;6;2;6;3;7;2;5;1
1561;3;2;1;10;1;13;3;11;2;10;1
1562;4;8;3;12;4;12;4;13;2;6;1
1563;2;1;4;1;2;8;2;6;3;11;1
1564;1;2;2;5;1;8;2;1;1;4;0
1565;3;11;2;5;2;13;4;10;1;9;0
1566;4;4;1;4;1;12;1;10;2;1;1
1567;3;1;4;13;1;5;1;8;3;2;0
1568;3;3;1;10;4;6;2;7;4;11;0
1569;1;5;3;6;3;2;4;8;1;12;0
1570;4;5;4;11;1;2;1;13;3;9;0
1571;4;1;1;2;3;3;3;7;2;4;0
1572;4;1;2;6;3;4;2;1;4;2;1
1573;1;1;1;2;1;8;2;7;4;13;0
1574;3;9;2;1;3;4;4;10;2;7;0
1575;3;12;3;3;2;1;3;1;4;9;1
1576;4;13;1;13;3;6;4;6;3;3;2
1577;1;5;3;5;3;1;2;13;3;8;1
1578;2;10;1;6;1;3;2;7;2;12;0
1579;3;3;1;6;3;10;3;11;3;5;0
1580;1;5;2;6;3;10;4;10;3;3;1
1581;3;6;4;7;4;4;3;10;1;7;1
1582;3;2;2;12;1;6;3;4;3;9;0
1583;3;13;4;12;2;2;4;11;2;7;0
1584;1;1;2;6;3;8;3;6;4;2;1
1585;3;4;2;12;4;5;3;6;2;2;0
1586;1;12;2;11;1;8;4;4;3;1;0
1587;4;5;4;7;1;11;3;6;1;8;0
1588;2;9;4;5;2;11;1;5;4;10;1
1589;1;13;4;4;1;9;3;7;3;12;0
1590;2;6;1;1;4;6;1;13;4;10;1
1591;4;6;4;11;4;7;1;12;4;3;0
1592;2;3;1;2;2;11;2;7;3;3;1
1593;3;2;4;7;4;13;3;6;3;12;0
1594;4;4;2;6;4;7;1;4;2;11;1
1595;2;6;4;6;2;12;4;10;1;3;1
1596;1;10;4;6;3;10;4;5;4;9;1
1597;4;7;4;12;1;11;4;9;3;13;0
1598;3;6;1;7;4;7;1;1;1;5;1
1599;2;9;2;6;1;12;4;10;2;1;0
1600;3;3;2;2;3;2;2;9;2;10;1
1601;1;3;1;11;3;10;4;7;2;10;1
1602;3;10;3;2;2;6;3;7;2;2;1
1603;1;8;3;13;4;2;2;3;1;13;1
1604;1;7;1;12;4;9;4;13;3;10;0
1605;2;11;4;2;4;8;1;4;1;8;1
1606;1;12;2;3;1;2;4;8;4;2;1
1607;3;5;3;4;2;12;3;10;1;13;0
1608;3;10;2;5;3;9;1;4;1;8;0
1609;3;3;4;11;4;8;3;2;3;1;0
1610;2;8;4;6;1;5;3;9;4;5;1
1611;2;13;4;1;3;5;1;6;2;6;1
1612;1;5;1;2;3;11;2;10;1;8;0
1613;3;11;2;12;2;7;4;13;3;9;0
1614;2;4;1;5;3;7;2;12;2;9;0
1615;2;8;3;2;3;10;4;2;4;10;2
1616;2;1;4;7;3;4;1;11;3;6;0
1617;1;12;3;5;3;1;4;1;3;10;1
1618;3;2;3;12;1;5;1;11;3;11;1
1619;4;7;2;13;4;5;2;8;3;7;1
1620;2;12;2;10;4;11;4;7;3;8;0
1621;1;3;2;3;3;1;4;2;3;3;3
1622;2;4;4;1;2;6;2;5;1;7;0
1623;4;3;2;12;2;10;3;7;3;10;1
1624;4;11;1;2;2;9;1;6;4;7;0
1625;2;12;4;13;3;6;3;2;2;13;1
1626;2;5;2;9;4;13;1;5;4;5;3
1627;1;12;2;11;2;9;3;10;3;11;1
1628;2;2;1;13;3;6;4;2;1;2;3
1629;3;10;1;12;2;4;4;6;2;11;0
1630;4;10;2;9;2;5;4;11;1;1;0
1631;4;9;2;9;1;11;3;13;2;7;1
1632;2;1;4;8;4;4;1;5;3;9;0
1633;3;1;3;6;2;6;2;3;4;9;1
1634;3;13;2;13;3;4;2;8;4;10;1
1635;1;6;1;9;3;7;4;12;4;2;0
1636;4;8;4;3;4;5;4;11;3;3;1
1637;4;3;3;1;4;8;4;4;2;2;0
1638;3;3;3;11;2;3;1;13;2;12;1
1639;2;6;4;5;1;5;2;2;2;13;1
1640;1;10;4;8;3;8;4;4;2;5;1
1641;1;12;1;6;3;10;1;10;4;8;1
1642;2;3;3;1;4;11;4;1;1;6;1
1643;2;1;4;11;4;10;1;2;1;1;1
1644;2;7;1;9;2;6;4;8;1;3;0
1645;4;5;3;8;1;7;4;7;3;13;1
1646;2;6;2;7;3;12;4;3;2;10;0
1647;4;1;2;11;2;5;2;4;1;9;0
1648;2;2;2;3;1;7;1;3;3;5;1
1649;4;12;4;8;1;6;2;7;4;5;0
1650;3;2;3;4;2;12;4;3;3;5;0
1651;1;1;2;10;4;11;4;1;3;6;1
1652;2;9;4;13;3;10;3;13;1;6;1
1653;1;1;1;4;4;1;4;10;1;2;1
1654;1;10;1;5;2;4;3;9;2;1;0
1655;2;3;2;9;3;10;4;3;1;3;3
1656;2;11;4;12;4;8;1;5;4;1;0
1657;3;7;4;13;4;11;1;5;4;9;0
1658;1;2;2;5;1;11;4;2;3;4;1
1659;1;1;2;8;1;4;2;6;3;1;1
1660;4;9;4;11;3;8;3;9;3;5;1
1661;4;3;2;6;2;5;2;1;3;7;0
1662;3;13;2;8;2;12;4;1;4;13;1
1663;2;10;4;13;3;10;4;3;2;6;1
1664;2;6;1;9;3;6;1;3;1;7;1
1665;3;7;3;6;2;9;1;3;2;6;1
1666;1;4;4;8;3;12;2;11;1;9;0
1667;4;13;2;12;3;7;1;6;3;10;0
1668;1;11;1;5;1;7;2;6;2;5;1
1669;3;10;2;11;3;12;4;13;3;2;0
1670;3;7;3;12;1;8;1;2;3;3;0
1671;4;4;1;13;3;6;4;11;4;12;0
1672;2;8;3;2;4;7;2;2;4;6;1
1673;2;7;3;1;4;5;3;5;1;3;1
1674;4;11;4;9;2;2;4;7;3;10;0
1675;3;7;3;3;2;6;4;11;2;2;0
1676;4;6;2;1;2;12;1;8;1;5;0
1677;4;11;4;5;1;1;4;3;2;4;0
1678;1;3;2;11;2;3;1;5;2;8;1
1679;1;11;4;12;1;1;4;6;4;2;0
1680;2;7;1;1;2;6;1;8;4;8;1
1681;2;11;3;13;1;4;2;9;2;6;0
1682;4;13;4;8;4;2;2;10;3;11;0
1683;3;12;2;11;2;6;2;7;1;11;1
1684;1;11;4;6;4;4;2;7;2;2;0
1685;3;5;4;13;2;9;4;3;1;12;0
1686;4;10;2;4;4;11;2;12;3;7;0
1687;3;2;2;8;3;6;4;2;1;3;1
1688;4;3;2;1;4;13;2;12;1;11;0
1689;2;2;2;1;1;9;1;7;4;4;0
1690;4;8;2;7;4;11;4;6;3;2;0
1691;1;9;3;6;3;12;1;8;1;4;0
1692;2;5;2;13;3;10;3;3;1;4;0
1693;2;11;1;2;3;11;2;12;4;1;1
1694;4;4;4;6;1;11;3;10;2;3;0
1695;1;13;3;6;2;7;2;3;1;4;0
1696;3;12;4;1;1;6;3;8;3;11;0
1697;3;5;4;12;4;8;1;6;1;5;1
1698;1;7;3;3;3;10;3;11;3;2;0
1699;2;8;1;7;4;12;3;9;2;9;1
1700;4;5;4;6;2;3;2;11;4;7;0
1701;2;7;1;10;4;1;3;7;4;13;1
1702;2;10;4;1;2;11;4;4;3;6;0
1703;3;2;2;6;3;9;1;9;3;3;1
1704;2;4;2;9;1;6;3;1;1;3;0
1705;2;4;2;10;3;8;1;9;1;6;0
1706;3;5;4;3;2;10;2;7;1;2;0
1707;3;10;3;6;4;11;3;13;4;3;0
1708;1;8;4;4;3;13;2;6;1;11;0
1709;2;13;4;8;3;12;4;9;2;5;0
1710;3;9;3;11;2;8;2;6;1;11;1
1711;4;5;4;8;2;5;2;12;3;12;2
1712;4;11;4;10;3;13;2;1;2;7;0
1713;2;7;1;12;1;6;4;11;1;10;0
