ID;S1;C1;S2;C2;S3;C3;S4;C4;S5;C5;Label
10337;4;5;2;1;3;3;3;1;2;5;2
10338;2;10;3;4;1;5;4;10;2;3;1
10339;2;11;4;8;2;5;1;6;2;12;0
10340;3;13;4;9;4;13;3;3;4;1;1
10341;2;2;1;1;4;1;3;3;3;1;3
10342;1;1;1;11;2;13;2;1;2;6;1
10343;3;4;1;10;2;9;2;7;1;6;0
10344;3;7;3;9;2;1;2;7;3;2;1
10345;2;4;1;9;4;2;2;3;3;1;0
10346;3;13;3;2;4;7;1;9;3;11;0
10347;2;4;2;12;3;2;1;12;4;13;1
10348;4;6;3;6;3;3;4;9;1;12;1
10349;3;13;3;9;1;7;4;13;2;6;1
10350;1;3;1;4;3;11;4;12;3;10;0
10351;3;11;3;8;4;9;2;4;1;11;1
10352;1;12;3;1;3;12;4;11;1;2;1
10353;1;13;2;6;2;11;4;2;4;6;1
10354;2;9;4;4;2;6;3;6;1;3;1
10355;1;1;2;6;4;1;1;2;1;11;1
10356;1;1;3;9;3;6;3;1;2;10;1
10357;1;12;1;8;2;12;3;1;4;9;1
10358;4;2;4;12;3;8;2;3;1;4;0
10359;2;9;4;4;4;12;4;10;3;13;0
10360;1;11;4;10;1;13;1;8;2;13;1
10361;4;1;4;8;4;9;1;6;1;5;0
10362;3;11;2;13;4;3;4;5;2;10;0
10363;2;5;2;7;4;13;4;3;1;11;0
10364;1;13;2;7;1;10;3;1;2;6;0
10365;3;13;2;13;2;4;1;9;1;2;1
10366;3;11;2;1;3;4;1;5;3;5;1
10367;2;12;3;13;2;7;3;9;3;12;1
10368;3;9;3;4;4;12;4;7;4;1;0
10369;4;8;3;7;2;10;2;8;2;12;1
10370;2;1;1;8;4;12;3;7;1;1;1
10371;2;9;4;10;1;6;1;11;2;3;0
10372;1;7;2;11;2;4;3;8;4;12;0
10373;1;6;3;1;3;11;2;11;1;2;1
10374;2;3;2;1;2;6;1;2;3;6;1
10375;3;13;1;9;2;8;2;13;3;3;1
10376;2;8;4;1;3;3;4;2;4;13;0
10377;4;12;3;4;1;2;4;5;2;9;0
10378;2;5;4;8;4;11;2;11;1;8;2
10379;4;11;2;11;1;5;4;6;2;8;1
10380;1;11;1;13;3;1;3;8;1;1;1
10381;4;8;2;4;4;1;1;4;2;3;1
10382;2;4;4;11;2;6;4;8;3;11;1
10383;1;10;1;9;1;8;4;12;2;3;0
10384;3;1;3;7;2;9;4;12;2;13;0
10385;4;3;2;10;4;11;1;5;1;6;0
10386;4;7;2;3;1;4;4;5;3;12;0
10387;3;4;3;11;3;3;2;5;4;5;1
10388;1;6;1;2;1;13;4;3;2;8;0
10389;4;9;1;6;3;12;4;5;2;1;0
10390;1;4;3;12;2;8;3;3;1;12;1
10391;2;12;1;12;3;3;1;5;4;13;1
10392;4;13;1;1;4;11;2;2;3;12;0
10393;2;1;2;5;3;3;2;7;2;4;0
10394;1;6;4;13;2;9;2;6;4;12;1
10395;4;1;3;5;3;8;2;2;4;4;0
10396;4;11;4;4;3;3;3;6;1;1;0
10397;4;7;3;13;2;13;4;12;1;9;1
10398;4;6;1;8;2;3;3;11;4;9;0
10399;2;4;2;6;1;10;2;3;3;5;0
10400;1;1;2;7;1;12;2;11;3;10;0
10401;2;13;2;3;1;11;1;10;4;9;0
10402;1;9;1;3;4;10;4;4;4;8;0
10403;4;8;4;7;2;3;2;7;2;6;1
10404;1;12;3;9;2;1;1;4;1;8;0
10405;4;9;3;10;3;7;3;4;4;1;0
10406;2;13;2;8;3;12;4;2;3;9;0
10407;2;12;1;4;1;5;3;5;1;10;1
10408;2;3;2;9;4;8;1;11;3;12;0
10409;3;3;2;3;1;6;3;8;2;7;1
10410;3;9;2;9;4;10;2;1;3;5;1
10411;1;8;4;1;2;2;3;9;3;4;0
10412;4;1;2;13;3;2;2;10;3;4;0
10413;3;2;3;12;3;7;2;7;1;5;1
10414;4;10;2;2;1;9;3;11;4;9;1
10415;1;12;4;6;4;1;4;2;2;10;0
10416;4;3;2;13;3;3;2;2;3;7;1
10417;4;1;4;11;2;6;2;7;2;4;0
10418;2;6;3;6;3;4;2;8;4;5;1
10419;4;1;3;7;3;3;4;9;3;4;0
10420;4;9;1;1;2;9;4;11;1;4;1
10421;2;5;4;12;1;7;2;7;3;7;3
10422;1;8;4;4;1;2;1;6;1;12;0
10423;3;12;2;5;1;12;1;9;2;10;1
10424;2;1;3;5;3;10;2;7;2;4;0
10425;4;3;3;3;1;1;1;7;3;11;1
10426;1;1;1;8;2;10;3;8;4;1;2
10427;1;6;1;11;3;13;1;2;1;12;0
10428;4;2;3;8;4;10;3;11;4;13;0
10429;2;7;4;13;3;4;3;8;1;12;0
10430;4;9;3;3;3;10;2;6;4;1;0
10431;3;12;4;7;2;9;3;10;3;3;0
10432;1;9;3;8;1;10;2;2;1;13;0
10433;1;10;2;11;2;10;4;10;1;9;3
10434;2;9;3;13;1;12;4;8;3;2;0
10435;2;7;2;6;3;4;4;1;4;10;0
10436;3;7;3;12;3;5;4;4;1;1;0
10437;4;12;1;2;3;5;3;4;2;13;0
10438;4;12;2;10;1;1;4;13;3;11;4
10439;1;4;1;13;2;6;4;7;1;12;0
10440;3;6;4;9;3;10;2;6;2;4;1
10441;3;7;1;3;3;5;4;8;3;10;0
10442;2;11;4;11;4;10;4;13;2;9;1
10443;4;3;3;3;3;4;1;11;1;5;1
10444;2;4;3;5;4;9;2;3;4;5;1
10445;2;4;2;5;4;6;4;5;1;7;1
10446;1;4;2;9;3;5;1;5;3;12;1
10447;4;1;1;13;3;10;2;10;4;8;1
10448;2;4;4;1;2;8;1;3;4;2;0
10449;4;6;2;10;4;2;3;12;1;12;1
10450;2;2;3;2;3;1;3;8;4;6;1
10451;3;1;4;13;1;3;4;9;1;4;0
10452;4;12;1;2;4;11;3;7;1;13;0
10453;3;10;3;4;4;1;3;8;1;13;0
10454;2;6;2;10;2;11;3;10;1;8;1
10455;3;11;4;1;2;9;2;4;4;2;0
10456;4;11;4;13;2;13;2;1;1;6;1
10457;1;2;4;5;1;1;3;12;3;1;1
10458;4;1;2;1;1;5;4;8;1;11;1
10459;1;10;1;4;3;13;4;1;2;8;0
10460;4;2;4;9;2;3;4;12;1;3;1
10461;1;10;3;6;3;7;1;11;2;5;0
10462;3;11;2;2;3;9;3;12;2;10;0
10463;4;13;3;6;3;5;3;13;2;8;1
10464;2;7;4;12;2;2;1;13;1;10;0
10465;4;13;1;10;4;10;2;12;1;1;1
10466;4;7;4;2;2;6;3;7;3;2;2
10467;1;2;1;1;1;5;4;7;3;5;1
10468;4;2;2;12;4;5;3;7;2;5;1
10469;1;11;4;12;2;8;1;3;3;3;1
10470;2;1;1;6;2;5;3;7;2;6;1
10471;4;8;4;2;4;13;1;10;3;1;0
10472;1;1;2;5;4;12;2;6;3;11;0
10473;4;6;1;8;3;12;1;12;4;7;1
10474;2;7;3;7;4;6;2;2;4;8;1
10475;3;12;3;2;1;10;1;7;2;7;1
10476;4;11;2;9;4;3;4;10;4;9;1
10477;2;10;4;9;2;2;4;11;4;13;0
10478;1;11;1;10;1;9;2;6;2;4;0
10479;2;11;3;7;2;6;4;7;4;4;1
10480;3;4;1;8;4;4;4;6;1;11;1
10481;3;2;3;13;1;5;4;2;2;1;1
10482;2;8;4;12;2;7;2;2;3;5;0
10483;3;6;3;10;2;9;2;7;3;9;1
10484;2;1;2;12;4;13;4;2;3;1;1
10485;3;4;2;4;4;3;2;9;2;8;1
10486;2;7;4;2;4;13;2;2;1;9;1
10487;3;6;1;10;2;9;1;3;4;13;0
10488;3;5;4;13;2;6;2;10;4;11;0
10489;3;4;3;5;2;3;4;13;2;13;1
10490;2;9;2;5;4;6;2;3;1;7;0
10491;4;8;3;8;3;2;4;10;1;8;3
10492;1;2;3;4;1;1;3;10;2;13;0
10493;3;9;4;1;2;3;3;11;2;13;0
10494;2;3;2;4;3;8;4;2;1;4;1
10495;1;7;4;7;1;3;3;6;4;13;1
10496;2;6;2;10;4;7;4;8;2;4;0
10497;4;5;4;12;3;11;1;10;3;7;0
10498;1;12;2;13;4;4;4;7;4;12;1
10499;1;12;1;3;2;13;1;4;3;6;0
10500;1;8;4;5;3;11;3;2;2;13;0
10501;4;10;3;12;3;2;3;11;4;13;0
10502;1;9;1;13;2;4;4;6;4;10;0
10503;1;1;4;10;3;13;3;7;1;8;0
10504;4;3;1;8;3;3;4;8;3;12;2
10505;4;2;1;10;4;8;3;10;4;7;1
10506;4;10;1;10;2;13;4;2;2;3;1
10507;4;10;4;9;3;12;4;4;2;8;0
10508;4;1;1;1;3;8;2;1;2;8;6
10509;2;9;1;4;3;3;2;4;1;9;2
10510;1;3;3;8;1;8;2;2;3;7;1
10511;3;6;1;13;1;6;2;9;3;12;1
10512;3;3;4;9;2;11;1;4;1;11;1
10513;1;12;4;7;2;4;3;4;2;6;1
10514;2;1;3;4;3;12;1;9;1;8;0
10515;4;11;1;9;3;5;1;2;2;12;0
10516;4;2;3;5;4;8;2;9;4;10;0
10517;1;3;2;5;1;6;2;9;1;9;1
10518;1;7;2;7;3;9;3;2;1;4;1
10519;2;2;2;1;2;5;1;1;1;10;1
10520;1;8;4;2;1;1;4;11;4;5;0
10521;4;9;3;5;4;6;2;2;4;1;0
10522;4;7;4;12;1;3;4;11;3;5;0
10523;2;6;4;11;3;3;4;8;4;5;0
10524;3;8;2;12;3;7;2;1;1;7;1
10525;3;5;2;9;1;4;2;1;3;13;0
10526;1;5;3;11;2;12;1;1;3;2;0
10527;3;13;4;10;1;4;3;7;1;12;0
10528;2;8;2;5;4;8;2;4;2;13;1
10529;3;6;2;13;4;7;4;10;3;9;0
10530;4;8;3;11;1;5;1;13;1;1;0
10531;2;11;1;11;4;6;2;10;4;5;1
10532;1;13;2;13;1;12;3;11;2;3;1
10533;4;10;2;6;2;1;2;5;4;11;0
10534;4;1;4;6;1;8;2;10;3;9;0
10535;1;4;4;6;2;2;3;5;1;8;0
10536;3;12;1;13;1;3;2;13;2;6;1
10537;4;4;1;7;3;5;1;1;1;2;0
10538;2;8;1;7;4;4;1;1;2;9;0
10539;3;7;2;10;2;2;3;3;4;13;0
10540;4;9;1;10;1;11;2;3;2;2;0
10541;1;12;1;6;4;3;3;4;1;4;1
10542;3;9;4;12;1;8;4;13;2;11;0
10543;1;12;3;2;1;8;3;6;1;2;1
10544;4;3;3;7;4;1;3;6;1;5;0
10545;1;10;1;13;3;9;4;3;4;1;0
10546;1;12;3;1;1;2;4;6;4;13;0
10547;3;9;2;12;3;13;2;4;1;13;1
10548;3;2;3;7;2;4;4;5;1;5;1
10549;3;2;2;12;1;7;2;2;2;13;1
10550;4;4;3;13;4;5;1;10;2;7;0
10551;1;13;4;1;2;1;2;2;3;3;1
10552;1;12;4;11;4;8;3;4;3;7;0
10553;2;11;4;9;4;4;3;4;4;8;1
10554;4;3;2;9;1;8;4;4;4;13;0
10555;4;3;2;10;2;9;3;12;3;3;1
10556;4;2;2;13;1;3;2;10;2;6;0
10557;1;6;2;5;4;11;1;2;4;6;1
10558;4;1;3;12;3;7;2;4;2;6;0
10559;1;10;1;11;4;6;3;6;2;3;1
10560;2;5;3;4;1;11;2;9;2;10;0
10561;1;2;4;2;3;9;1;8;1;6;1
10562;1;7;1;2;4;3;2;4;1;13;0
10563;2;7;3;13;3;7;4;9;4;11;1
10564;3;5;1;5;4;2;2;5;1;3;3
10565;2;4;3;10;2;7;3;8;2;5;0
10566;2;8;1;8;3;6;2;12;3;5;1
10567;2;10;4;3;1;3;3;8;4;8;2
10568;1;8;4;9;4;5;1;11;3;1;0
10569;2;6;1;6;3;4;2;3;1;1;1
10570;4;4;3;2;3;12;2;7;1;6;0
10571;1;6;2;7;1;12;1;8;2;11;0
10572;3;2;3;9;2;10;1;11;1;13;0
10573;2;2;1;10;4;9;2;5;1;3;0
10574;2;3;3;2;2;12;1;7;2;8;0
10575;4;8;4;1;3;5;1;13;3;3;0
10576;2;10;2;5;4;10;1;12;1;11;1
10577;3;9;2;8;2;11;3;7;1;11;1
10578;2;8;3;10;4;10;4;6;3;9;1
10579;4;11;1;8;3;3;3;5;2;8;1
10580;3;3;3;7;2;1;2;3;1;6;1
10581;4;8;3;1;1;5;4;6;2;5;1
10582;4;13;3;11;3;1;3;6;2;11;1
10583;3;9;2;8;1;10;1;3;2;12;0
10584;4;8;2;11;2;4;4;1;2;6;0
10585;2;13;4;7;2;10;1;12;4;1;0
10586;3;6;3;9;3;4;3;13;4;5;0
10587;3;7;1;10;2;4;2;1;4;9;0
10588;3;8;2;2;2;8;4;11;1;3;1
10589;4;3;4;12;3;6;1;7;3;9;0
10590;1;12;4;5;1;11;4;12;1;6;1
10591;2;6;4;13;2;11;2;10;2;13;1
10592;2;13;2;3;2;9;3;3;1;1;1
10593;4;2;1;3;3;4;3;12;2;4;1
10594;4;9;3;9;2;11;3;2;2;6;1
10595;4;4;2;11;3;10;1;7;1;5;0
10596;4;1;1;10;4;7;4;11;3;9;0
10597;3;9;1;13;2;5;2;11;1;4;0
10598;3;11;2;10;4;7;2;8;2;5;0
10599;1;3;1;1;3;5;4;1;4;5;2
10600;4;8;4;4;1;6;4;2;1;13;0
10601;3;8;3;6;3;5;2;1;1;2;0
10602;1;1;1;10;2;1;2;2;4;1;3
10603;4;7;2;13;2;6;2;9;3;12;0
10604;4;6;1;5;3;11;2;11;2;9;1
10605;2;4;1;10;2;11;2;1;2;5;0
10606;3;5;4;1;4;4;3;6;3;11;0
10607;4;9;2;10;3;3;3;2;1;10;1
10608;1;1;2;12;4;11;1;7;4;13;0
10609;4;1;2;5;2;1;4;3;4;7;1
10610;3;10;3;9;4;13;3;5;2;1;0
10611;1;12;1;11;1;5;4;5;4;13;1
10612;4;11;3;6;4;12;2;7;3;10;0
10613;2;8;4;8;4;1;4;13;3;2;1
10614;2;7;1;9;2;2;3;3;3;5;0
10615;2;6;4;13;1;3;4;11;2;13;1
10616;4;1;3;13;2;4;3;4;1;2;1
10617;1;13;1;4;1;8;2;3;4;1;0
10618;3;3;1;13;4;6;2;13;1;4;1
10619;2;9;3;13;4;1;1;5;2;2;0
10620;2;9;2;11;1;7;3;13;3;7;1
10621;3;9;3;11;2;11;4;2;4;5;1
10622;3;12;3;3;3;7;3;6;4;12;1
10623;4;8;4;2;4;7;2;9;1;12;0
10624;3;13;1;9;4;7;4;5;1;11;0
10625;2;8;4;7;1;7;1;11;1;10;1
10626;1;3;3;1;4;1;2;6;3;7;1
10627;3;13;3;10;2;1;3;3;1;10;1
10628;2;6;1;13;2;13;1;7;3;11;1
10629;4;9;2;10;2;2;3;2;4;8;1
10630;3;7;1;13;4;2;1;10;3;5;0
10631;3;7;4;6;1;7;1;8;3;4;1
10632;2;6;1;7;4;2;3;11;3;3;0
10633;4;6;2;8;3;13;1;9;3;5;0
10634;3;6;2;10;2;4;4;4;4;5;1
10635;3;2;1;10;1;1;4;8;3;4;0
10636;1;6;1;3;3;3;3;1;3;5;1
10637;3;3;4;5;3;1;1;5;4;12;1
10638;2;7;2;6;3;2;4;8;3;1;0
10639;1;12;4;9;4;7;4;3;4;11;0
10640;3;12;4;3;3;3;1;12;4;1;2
10641;2;12;1;12;3;13;3;1;1;9;1
10642;4;2;3;9;4;6;2;12;4;11;0
10643;1;2;2;2;4;5;4;11;3;10;1
10644;4;5;2;13;4;10;4;2;1;1;0
10645;3;11;4;8;3;7;2;11;4;5;1
10646;1;3;1;10;1;6;4;12;2;12;1
10647;4;3;2;4;3;5;4;7;2;5;1
10648;4;12;3;5;4;1;3;12;3;8;1
10649;4;6;2;7;2;13;1;8;3;5;0
10650;3;6;2;9;2;11;4;5;4;7;0
10651;4;6;1;11;3;10;3;11;3;6;2
10652;2;7;3;1;4;12;4;7;1;1;2
10653;1;5;3;4;2;12;1;10;4;10;1
10654;4;2;3;9;4;12;2;5;4;8;0
10655;1;4;1;1;1;5;1;11;2;1;1
10656;2;13;1;12;3;13;1;7;4;8;1
10657;2;7;1;6;1;9;3;4;4;9;1
10658;1;8;1;4;2;5;1;3;2;4;1
10659;2;3;2;4;1;3;2;12;4;4;2
10660;1;1;3;7;3;10;3;9;4;10;1
10661;2;11;2;9;1;3;4;4;3;2;0
10662;2;5;1;10;3;7;1;7;3;4;1
10663;2;9;3;6;1;2;2;1;4;10;0
10664;2;10;2;2;3;5;4;11;2;13;0
10665;1;3;2;13;1;10;4;1;3;9;0
10666;1;1;2;11;1;3;2;1;1;10;1
10667;4;9;2;3;4;1;4;6;2;2;0
10668;3;2;4;13;4;3;1;2;4;2;3
10669;3;3;3;4;1;2;3;6;1;4;1
10670;4;3;1;8;2;6;3;10;3;11;0
10671;2;10;3;11;3;2;4;5;1;1;0
10672;1;11;3;6;2;6;1;12;1;2;1
10673;4;1;3;1;3;9;3;3;1;7;1
10674;1;7;3;3;1;12;4;1;1;13;0
10675;1;4;2;11;3;7;3;3;4;9;0
10676;2;5;1;6;4;11;2;7;4;1;0
10677;4;6;3;1;4;5;1;9;4;7;0
10678;2;6;4;10;3;4;2;13;4;9;0
10679;1;7;2;3;3;5;4;7;4;6;1
10680;1;12;1;13;2;2;3;11;2;9;0
10681;2;4;1;1;1;13;4;10;2;10;1
10682;3;3;1;5;4;12;2;3;3;11;1
10683;4;5;1;13;2;12;2;2;3;10;0
10684;4;2;4;7;4;8;3;8;3;11;1
10685;4;7;2;8;2;3;3;6;2;10;0
10686;1;8;1;3;4;5;3;11;3;10;0
10687;4;3;1;8;4;1;2;7;1;7;1
10688;3;11;4;8;4;11;4;1;1;2;1
10689;1;6;4;5;2;12;2;4;1;5;1
10690;2;13;3;3;4;4;4;2;1;2;1
10691;3;13;3;8;1;7;4;3;1;4;0
10692;2;6;3;5;4;12;2;11;4;11;1
10693;1;3;1;7;1;5;1;9;3;2;0
10694;2;5;1;3;1;12;4;11;2;7;0
10695;2;9;3;8;2;8;4;10;4;3;1
10696;3;5;1;11;1;1;2;2;1;10;0
10697;1;12;1;10;1;11;2;5;3;7;0
10698;2;6;4;7;2;10;3;4;4;5;0
10699;4;11;1;12;3;11;2;10;4;7;1
10700;2;9;2;3;3;9;4;8;4;10;1
10701;2;5;3;8;2;12;2;11;3;3;0
10702;2;4;1;3;3;11;1;11;4;10;1
10703;4;1;2;1;1;10;3;1;3;13;3
10704;3;10;3;1;3;7;2;2;1;11;0
10705;2;9;4;12;1;5;2;1;1;2;0
10706;4;12;4;1;3;11;2;10;4;7;0
10707;1;12;2;9;4;2;1;2;3;9;2
10708;3;9;1;9;1;7;1;4;2;3;1
10709;2;6;3;7;1;8;1;2;1;7;1
10710;4;10;4;5;4;3;1;2;2;10;1
10711;1;7;3;11;3;3;2;8;1;4;0
10712;3;12;1;13;1;10;2;10;2;1;1
10713;3;5;2;7;2;2;1;9;4;5;1
10714;4;12;4;3;4;10;2;8;2;1;0
10715;2;8;4;13;4;5;3;13;3;8;2
10716;4;10;4;6;1;10;3;2;4;2;2
10717;1;11;4;9;2;4;2;6;4;1;0
10718;4;8;3;11;2;4;2;13;4;9;0
10719;3;8;3;12;3;13;1;12;4;13;2
10720;4;4;1;1;2;1;4;11;3;5;1
10721;4;5;2;12;1;10;3;5;4;4;1
10722;2;2;4;3;4;12;3;10;4;4;0
10723;3;3;3;11;4;11;2;7;4;7;2
10724;1;7;2;3;1;4;3;5;4;4;1
10725;4;6;1;12;2;11;2;9;2;4;0
10726;2;7;4;5;4;11;3;11;4;4;1
10727;1;12;2;7;2;5;1;9;2;4;0
10728;4;3;1;13;2;9;1;2;3;11;0
10729;1;13;1;5;2;1;3;11;1;9;0
10730;3;7;1;7;3;6;4;2;2;2;2
10731;4;1;4;8;2;2;2;12;1;1;1
10732;1;6;2;1;3;1;1;3;2;2;1
10733;2;3;1;5;4;11;3;3;1;12;1
10734;3;6;1;12;2;10;1;4;3;10;1
10735;1;8;1;9;3;4;1;5;3;10;0
10736;4;7;3;4;2;13;2;7;4;6;1
10737;1;11;3;9;1;6;2;11;3;8;1
10738;2;6;3;5;1;8;4;1;1;2;0
10739;3;1;2;4;4;10;3;6;3;5;0
10740;4;13;2;1;4;4;1;5;2;2;0
10741;1;4;4;4;4;13;4;10;1;6;1
10742;3;9;2;11;2;13;4;9;2;1;1
10743;2;1;3;2;1;4;1;8;1;7;0
10744;1;11;3;10;4;1;3;8;2;8;1
10745;2;13;1;12;3;11;4;11;4;1;1
10746;1;12;4;3;1;3;3;6;3;10;1
10747;3;11;1;8;1;1;4;11;3;8;2
10748;1;10;4;1;2;10;1;1;3;13;2
10749;3;10;2;11;2;9;3;9;1;10;2
10750;2;9;4;8;1;5;1;7;4;7;1
10751;4;7;2;1;3;4;1;7;4;3;1
10752;4;5;4;3;1;6;2;4;3;7;4
10753;4;2;3;10;3;1;4;11;2;12;0
10754;2;8;2;2;3;4;4;3;4;6;0
10755;2;3;4;8;2;10;4;6;3;12;0
10756;1;1;4;6;4;12;1;13;4;13;1
10757;3;1;1;13;4;12;3;7;2;10;0
10758;3;2;3;8;4;2;1;2;3;12;3
10759;1;7;1;11;4;1;2;5;3;10;0
10760;3;4;1;7;4;4;2;2;1;12;1
10761;4;9;1;5;4;13;1;12;3;2;0
10762;3;3;1;13;3;12;3;10;1;6;0
10763;3;5;4;2;2;5;3;7;4;9;1
10764;4;12;1;1;1;3;3;10;3;2;0
10765;2;1;4;1;2;3;3;9;4;9;2
10766;3;9;4;10;4;12;2;1;1;5;0
10767;1;7;4;9;1;11;1;8;2;9;1
10768;1;3;2;1;4;7;1;6;3;2;0
10769;4;2;4;6;1;2;2;10;1;5;1
10770;1;4;4;1;2;2;3;4;4;13;1
10771;1;6;4;11;2;1;1;12;1;5;0
10772;3;3;4;12;3;11;3;10;1;5;0
10773;2;4;2;12;3;1;4;8;1;6;0
10774;3;13;2;10;3;12;4;5;2;12;1
10775;3;6;3;10;3;3;1;3;2;5;1
10776;4;11;4;10;4;6;3;13;1;2;0
10777;4;3;3;4;3;9;4;9;3;6;1
10778;2;8;4;9;4;6;1;8;1;7;1
10779;1;6;4;10;3;1;2;6;1;10;2
10780;4;9;3;6;2;10;4;3;3;7;0
10781;2;6;2;3;2;4;4;13;4;11;0
10782;2;2;4;10;2;5;1;10;3;13;1
10783;2;6;2;5;4;4;3;11;4;6;1
10784;2;4;4;13;4;5;2;3;1;10;0
10785;1;2;2;13;4;5;3;2;1;3;1
10786;3;3;1;11;2;5;4;12;3;7;0
10787;3;13;1;10;4;7;3;1;4;3;0
10788;4;1;2;1;4;12;4;6;3;5;1
10789;4;11;2;12;1;3;3;13;1;8;0
10790;1;5;3;12;1;4;4;4;2;9;1
10791;1;3;3;6;3;5;1;1;2;5;1
10792;4;10;4;11;1;4;3;10;4;9;1
10793;4;10;2;3;1;10;4;4;2;1;1
10794;3;8;4;9;4;6;1;6;2;3;1
10795;4;6;4;5;1;11;2;4;3;5;1
10796;2;6;3;10;1;13;1;4;1;8;0
10797;2;10;1;11;4;12;3;11;1;12;2
10798;4;2;3;6;1;13;1;11;2;2;1
10799;4;10;1;8;3;4;2;9;4;1;0
10800;1;1;2;8;2;10;3;7;3;12;0
10801;3;8;1;10;2;4;1;12;4;9;0
10802;3;11;4;4;4;5;3;13;2;8;0
10803;2;5;3;2;1;9;3;9;1;6;1
10804;3;8;3;12;3;9;2;8;3;4;1
10805;4;1;3;11;2;5;4;7;2;11;1
10806;3;7;3;9;2;1;4;12;4;7;1
10807;4;11;1;7;2;7;2;9;1;13;1
10808;4;2;4;8;2;6;4;1;2;3;0
10809;1;7;3;12;3;3;1;12;1;10;1
10810;2;10;3;10;1;7;2;4;2;2;1
10811;1;5;1;8;2;6;2;5;3;6;2
10812;3;2;3;1;2;6;4;5;1;6;1
10813;3;8;2;8;1;13;3;9;1;9;2
10814;2;11;2;5;3;13;4;9;2;6;0
10815;3;8;3;3;4;8;4;10;2;11;1
10816;2;3;3;6;3;1;1;1;2;6;2
10817;3;5;1;2;3;9;1;1;3;7;0
10818;1;11;2;7;1;5;1;4;4;8;0
10819;4;4;1;8;4;11;3;2;4;8;1
10820;1;11;2;8;3;9;4;13;2;2;0
10821;3;5;4;12;4;1;3;13;3;4;0
10822;3;10;3;1;4;5;2;6;1;6;1
10823;3;5;1;3;3;6;1;7;4;4;4
10824;2;12;2;1;4;6;3;7;1;3;0
10825;4;8;1;10;4;4;4;10;2;6;1
10826;1;12;3;2;2;4;3;13;1;3;0
10827;1;9;3;10;3;1;4;2;3;7;0
10828;3;12;1;13;2;9;3;10;4;11;4
10829;2;11;4;5;1;5;3;2;3;13;1
10830;2;13;4;6;4;1;3;12;4;12;1
10831;2;10;2;13;1;6;1;4;4;2;0
10832;1;6;2;1;3;6;4;4;1;2;1
10833;2;4;3;3;3;2;1;7;1;6;0
10834;3;8;4;7;3;10;1;7;2;1;1
10835;3;10;4;3;3;6;2;8;2;4;0
10836;3;3;4;6;4;10;4;2;1;9;0
10837;2;13;3;4;1;2;4;9;2;3;0
10838;1;5;1;8;2;6;4;6;1;7;1
10839;3;10;4;8;3;9;3;13;2;8;1
10840;4;13;4;1;3;11;2;4;3;1;1
10841;1;3;1;13;4;8;3;2;3;7;0
10842;4;13;2;2;2;13;1;10;4;11;1
10843;2;4;4;13;4;4;4;9;3;13;2
10844;2;10;2;9;3;7;1;6;2;3;0
10845;2;5;3;2;1;10;1;3;4;5;1
10846;1;6;4;3;3;3;4;1;2;10;1
10847;4;11;3;4;1;8;1;2;2;4;1
10848;2;7;1;4;4;10;1;5;1;12;0
10849;2;7;4;8;3;9;3;4;4;12;0
10850;3;8;1;12;3;11;4;5;4;1;0
10851;3;4;4;2;4;4;4;5;2;12;1
10852;1;6;1;2;4;5;2;4;1;11;0
10853;2;1;3;3;4;6;4;1;1;1;3
10854;1;11;3;6;3;4;2;13;4;8;0
10855;4;12;1;5;2;12;4;4;4;3;1
10856;2;2;1;2;3;3;1;5;4;5;2
10857;2;5;2;13;4;12;2;10;1;11;0
10858;2;5;1;2;1;13;1;5;4;8;1
10859;1;12;2;1;2;7;4;12;2;4;1
10860;2;12;3;7;1;3;1;7;2;7;3
10861;2;5;4;2;2;10;1;4;4;10;1
10862;3;8;2;9;3;2;1;5;4;2;1
10863;1;10;3;3;1;5;2;11;3;2;0
10864;1;8;3;1;3;7;2;2;1;7;1
10865;1;6;1;3;3;1;1;12;1;2;0
10866;1;1;4;1;3;10;2;6;3;9;1
10867;4;4;1;6;4;10;4;5;1;3;0
10868;3;7;3;8;4;13;3;11;3;13;1
10869;1;4;3;12;3;3;1;3;3;11;1
10870;1;7;4;12;3;9;2;9;3;2;1
10871;4;8;1;2;3;11;4;7;3;9;0
10872;2;12;1;11;1;13;4;3;4;7;0
10873;1;2;4;11;2;6;1;5;3;3;0
10874;3;4;3;5;3;13;4;5;2;3;1
10875;3;6;2;7;4;4;1;5;2;6;1
10876;1;6;1;10;4;5;4;4;4;8;0
10877;3;11;1;12;3;13;3;8;4;6;0
10878;3;12;1;7;3;3;3;9;2;11;0
10879;1;7;1;3;4;5;3;2;1;1;0
10880;3;10;2;3;4;1;4;9;4;8;0
10881;1;10;4;7;3;11;4;11;1;5;1
10882;4;7;4;9;4;13;4;4;3;1;0
10883;1;11;3;9;4;10;1;5;4;1;0
10884;2;6;4;8;3;8;3;9;4;11;1
10885;1;8;4;4;3;10;4;2;2;5;0
10886;4;3;3;12;2;2;2;4;2;11;0
10887;1;7;2;1;4;4;3;6;2;3;0
10888;4;13;3;5;2;4;3;11;2;13;1
10889;3;8;1;7;4;8;4;9;3;6;1
10890;4;7;1;8;4;9;3;8;3;3;1
10891;4;9;1;11;1;13;3;10;3;3;0
10892;1;7;3;7;1;2;1;10;2;7;3
10893;3;1;4;13;2;9;2;2;1;9;1
10894;2;5;1;10;1;3;4;6;4;13;0
